"","Item_Number","Set_Name","Amazon_Price","Year","Pages","unique_pieces","Theme","Pieces","Price","Ages","Minifigures","Packaging","Weight","Availability","Size"
"403","40373","Fairground Accessory Set",NA,2020,NA,"35","Collectable Minifigures","51",NA,"Ages_NA",NA,"Blister pack","0.08Kg (0.17 lb)","LEGO exclusive","Small"
"404","40374","Golden Zane Accessory Set ",NA,2020,NA,"31","Ninjago","73",NA,"Ages_6+","4,","Blister pack","NA","Retail","Small"
"405","40375","Sports Accessories",NA,2020,NA,"20","Xtra","36",NA,"Ages_6+",NA,"Polybag","0.02Kg (0.05 lb)","LEGO exclusive","Small"
"406","40376","Botanical Accessories",NA,2020,NA,"17","Xtra","32",NA,"Ages_6+",NA,"Polybag","0.02Kg (0.05 lb)","LEGO exclusive","Small"
"407","40377","Donald Duck",NA,2020,NA,"42","BrickHeadz","90",NA,"Ages_10+",NA,"Box","NA","Retail - limited","Small"
"408","40378","Goofy & Pluto",NA,2020,NA,"94","BrickHeadz","214",NA,"Ages_10+",NA,"Box","NA","Retail - limited","Small"
"409","40379","Valentine's Bear",NA,2020,NA,"65","BrickHeadz","150",NA,"Ages_10+",NA,"Box","0.15Kg (0.33 lb)","Retail - limited","Small"
"410","40380","Easter Sheep",NA,2020,NA,"57","BrickHeadz","192",NA,"Ages_10+",NA,"Box","0.16Kg (0.35 lb)","Retail - limited","Small"
"411","40381","Monkey King",NA,2020,NA,"56","BrickHeadz","175",NA,"Ages_10+",NA,"Box","NA","LEGO exclusive","Small"
"412","40382","Birthday Set",NA,2020,NA,"43","Seasonal","141",NA,"Ages_7+","1,","Box","0.18Kg (0.39 lb)","LEGO exclusive","Small"
"413","40383","Wedding Bride",NA,2020,NA,"101","BrickHeadz","306",NA,"Ages_10+",NA,"Box","NA","Retail - limited","Small"
"414","40384","Wedding Groom",NA,2020,NA,"107","BrickHeadz","255",NA,"Ages_10+",NA,"Box","NA","Retail - limited","Small"
"415","40385","LEGO Trophy",NA,2020,NA,"60","Miscellaneous","200",NA,"Ages_8+",NA,"Box","0.23Kg (0.51 lb)","LEGO exclusive","Small"
"416","40386","Batman",NA,2020,NA,"54","Brick Sketches","115",NA,"Ages_8+",NA,"Box","NA","LEGO exclusive","Small"
"417","40391","First Order Stormtrooper",NA,2020,NA,"55","Brick Sketches","151",NA,"Ages_8+",NA,"Box","NA","LEGO exclusive","Small"
"418","40393","LEGOLAND® Fire Academy",NA,2020,NA,"90","Promotional","221",NA,"Ages_7+","3,","Box","0.25Kg (0.54 lb)","LEGOLAND exclusive","Small"
"419","40394","LEGO House Chef",NA,2020,NA,"6","Promotional","8",NA,"Ages_4+","1,","Polybag","NA","Not sold","Small"
"420","40395","Chinese Dragon",NA,2020,NA,"23","Promotional","67",NA,"Ages_6+",NA,"Polybag","NA","Not sold","Small"
"421","40396","Valentine Panda",NA,2020,NA,"23","Promotional","53",NA,"Ages_NA",NA,"Polybag","NA","NA","Small"
"422","40397","Koi Fish",NA,2020,NA,"24","Promotional","33",NA,"Ages_NA",NA,"Polybag","NA","Not sold","Small"
"423","40398","Easter Bunny",NA,2020,NA,"24","Promotional","43",NA,"Ages_NA",NA,"Polybag","NA","Not sold","Small"
"424","40399","Flowers and Watering Can",NA,2020,NA,"25","Promotional","47",NA,"Ages_6+",NA,"Polybag","NA","Not sold","Small"
"425","40400","Bird in a tree",NA,2020,NA,"22","Promotional","37",NA,"Ages_NA",NA,"Polybag","NA","Not sold","Small"
"426","40401","Dog and Cat Friendship Day",NA,2020,NA,"30","Promotional","73",NA,"Ages_NA",NA,"Polybag","NA","Not sold","Small"
"427","40402","Youth Day Kids",NA,2020,NA,"36","Promotional","63",NA,"Ages_NA",NA,"Polybag","NA","Not sold","Small"
"428","40403","Literacy Day Unicorn",NA,2020,NA,"30","Promotional","54",NA,"Ages_NA",NA,"Polybag","NA","Not sold","Small"
"429","40404","Teachers Day",NA,2020,NA,"19","Promotional","43",NA,"Ages_NA",NA,"Polybag","NA","Not sold","Small"
"430","40405","Kindness Day",NA,2020,NA,"25","Promotional","49",NA,"Ages_6+",NA,"Polybag","NA","Not sold","Small"
"431","40406","Human Rights Day Dove",NA,2020,NA,"25","Promotional","50",NA,"Ages_NA",NA,"Polybag","NA","NA","Small"
"432","40407","Death Star II Battle",NA,2020,NA,"72","Star Wars","235",NA,"Ages_8+",NA,"Box","NA","LEGO exclusive","Small"
"433","40408","Drag Racer",NA,2020,NA,"61","Hidden Side","134",NA,"Ages_7+","2,","Box","NA","LEGO exclusive","Small"
"434","40409","Hot Rod",NA,2020,NA,"66","Promotional","142",NA,"Ages_8+","2,","Box","0.15Kg (0.33 lb)","Not sold","Small"
"435","40410","Charles Dickens Tribute",NA,2020,NA,"123","Seasonal","333",NA,"Ages_8+","3,","Box","0.4Kg (0.88 lb)","LEGO exclusive","Small"
"436","40411","Creative Fun 12-in-1",NA,2020,NA,"113","Promotional","240",NA,"Ages_7+",NA,"Box","0.33Kg (0.74 lb)","LEGO exclusive","Small"
"437","40412","Hagrid & Buckbeak",NA,2020,NA,"89","BrickHeadz","270",NA,"Ages_10+",NA,"Box","NA","LEGO exclusive","Small"
"438","40413","Mini Robots",NA,2020,NA,"145","Mindstorms","366",NA,"Ages_10+",NA,"Box","NA","LEGO exclusive","Small"
"439","40414","Monty Mole & Super Mushroom",NA,2020,NA,"83","Super Mario","163",NA,"Ages_NA","3,","Box","NA","LEGO exclusive","Small"
"440","40416","Ice Skating Rink",NA,2020,NA,"95","Seasonal","304",NA,"Ages_7+","2,","Box","0.38Kg (0.83 lb)","LEGO exclusive","Small"
"441","40417","Year of the Ox",NA,2021,NA,"55","Seasonal","168",NA,"Ages_7+",NA,"Box","0.16Kg (0.35 lb)","LEGO exclusive","Small"
"442","40418","Falcon & Black Widow Team-Up",NA,2020,NA,"34","Marvel Super Heroes","60",NA,"Ages_8+","4,","Blister pack","NA","LEGO exclusive","Small"
"443","40419","Hogwarts Students Accessory Set",NA,2020,NA,"33","Harry Potter","53",NA,"Ages_6+","4,","Blister pack","NA","LEGO exclusive","Small"
"444","40420","Gru, Stuart and Otto",NA,2021,NA,"81","BrickHeadz","244",NA,"Ages_10+",NA,"Box","NA","Retail","Small"
"445","40421","Belle Bottom, Kevin and Bob",NA,2021,NA,"81","BrickHeadz","309",NA,"Ages_10+",NA,"Box","NA","Retail","Small"
"446","40422","Frankenstein",NA,2020,NA,"47","BrickHeadz","108",NA,"Ages_10+",NA,"Box","0.14Kg (0.31 lb)","Retail","Small"
"447","40423","Halloween Hayride",NA,2020,NA,"77","Seasonal","148",NA,"Ages_7+","3,","Box","0.18Kg (0.4 lb)","LEGO exclusive","Small"
"448","40424","Winter Snowball Fight",NA,2020,NA,"78","Seasonal","149",NA,"Ages_7+","2,","Box","0.16Kg (0.35 lb)","LEGO exclusive","Small"
"449","40425","Nutcracker",NA,2020,NA,"78","BrickHeadz","180",NA,"Ages_10+",NA,"Box","0.18Kg (0.4 lb)","LEGO exclusive","Small"
"450","40426","Christmas Wreath 2-in-1",NA,2020,NA,"59","Seasonal","510",NA,"Ages_9+",NA,"Box","0.65Kg (1.43 lb)","LEGO exclusive","Small"
"451","40428","The Joker",NA,2020,NA,"71","Brick Sketches","170",NA,"Ages_8+",NA,"Box","NA","LEGO exclusive","Small"
"452","40429","LEGOLAND NINJAGO World",NA,2020,NA,"138","Promotional","440",NA,"Ages_7+","4,","Box","NA","LEGOLAND exclusive","Small"
"453","40431","BB-8",NA,2020,NA,"68","Brick Sketches","171",NA,"Ages_8+",NA,"Box","NA","LEGO exclusive","Small"
"454","40436","Lucky Cat",NA,2020,NA,"71","BrickHeadz","134",NA,"Ages_10+",NA,"Box","0.14Kg (0.31 lb)","Retail - limited","Small"
"455","40438","Extra DOTS - Levi Jeans Confetti Bag",NA,2020,NA,"14","Dots","110",NA,"Ages_NA",NA,"Foil pack","NA","NA","Small"
"456","40440","German Shepherds",NA,2021,NA,"86","BrickHeadz","247",NA,"Ages_8+",NA,"Box","0.24Kg (0.54 lb)","LEGO exclusive","Small"
"457","40441","Shorthair Cats",NA,2021,NA,"90","BrickHeadz","250",NA,"Ages_8+",NA,"Box","0.24Kg (0.54 lb)","LEGO exclusive","Small"
"458","40442","Goldfish",NA,2021,NA,"54","BrickHeadz","186",NA,"Ages_8+",NA,"Box","0.22Kg (0.47 lb)","LEGO exclusive","Small"
"459","40443","Budgies",NA,2021,NA,"96","BrickHeadz","261",NA,"Ages_8+",NA,"Box","0.25Kg (0.56 lb)","LEGO exclusive","Small"
"460","40448","Vintage Car",NA,2021,NA,"77","Ideas","189",NA,"Ages_12+","2,","Box","0.19Kg (0.41 lb)","LEGO exclusive","Small"
"461","40449","Easter Bunny's Carrot House",NA,2021,NA,"80","Seasonal","232",NA,"Ages_8+",NA,"Box","0.27Kg (0.6 lb)","LEGO exclusive","Small"
"462","40450","Amelia Earhart Tribute",NA,2021,NA,"91","Promotional","200",NA,"Ages_8+","1,","Box","0.36Kg (0.8 lb)","LEGO exclusive","Small"
"463","40451","Tatooine Homestead",NA,2021,NA,"84","Star Wars","217",NA,"Ages_8+",NA,"Box","NA","LEGO exclusive","Small"
"464","40452","Hogwarts Gryffindor Dorms",NA,2021,NA,"60","Harry Potter","148",NA,"Ages_8+","2","Box","NA","Promotional","Small"
"465","40453","Batman vs. The Penguin & Harley Quinn",NA,2021,NA,"36","DC Comics Super Heroes","63",NA,"Ages_NA","3,","Blister pack","NA","LEGO exclusive","Small"
"466","40454","Spider-Man versus Venom and Iron Venom",NA,2021,NA,"36","Marvel Super Heroes","63",NA,"Ages_NA","4,","Blister pack","NA","LEGO exclusive","Small"
"467","40456","Mickey Mouse",NA,2021,NA,"52","Brick Sketches","118",NA,"Ages_8+",NA,"Box","NA","LEGO exclusive","Small"
"468","40457","Minnie Mouse",NA,2021,NA,"60","Brick Sketches","140",NA,"Ages_8+",NA,"Box","NA","LEGO exclusive","Small"
"469","40458","LEGO House Chef",NA,2021,NA,"6","Promotional","NA",NA,"Ages_NA",NA,"NA","NA","NA","Small"
"470","40460","Roses",NA,2021,NA,"21","Creator","120",NA,"Ages_8+",NA,"Box","0.14Kg (0.32 lb)","LEGO exclusive","Small"
"471","40461","Tulips",NA,2021,NA,"19","Creator","111",NA,"Ages_8+",NA,"Box","0.11Kg (0.24 lb)","LEGO exclusive","Small"
"472","40462","Valentine's Brown Bear",NA,2021,NA,"78","Seasonal","245",NA,"Ages_8+",NA,"Box","0.25Kg (0.55 lb)","LEGO exclusive","Small"
"473","40463","Easter Bunny",NA,2021,NA,"71","Seasonal","293",NA,"Ages_8+",NA,"Box","0.29Kg (0.63 lb)","LEGO exclusive","Small"
"474","40464","Chinatown",NA,2021,NA,"23","Xtra","35",NA,"Ages_8+",NA,"Polybag","0.02Kg (0.05 lb)","Retail - limited","Small"
"475","40465","Food",NA,2021,NA,"20","Xtra","36",NA,"Ages_6+",NA,"Polybag","0.02Kg (0.04 lb)","Retail - limited","Small"
"476","40466","Chinese New Year Pandas",NA,2021,NA,"86","BrickHeadz","249",NA,"Ages_10+",NA,"Box","0.27Kg (0.59 lb)","LEGO exclusive","Small"
"477","40468","Yellow Taxi",NA,2021,NA,"45","Creator","124",NA,"Ages_7+",NA,"Box","0.16Kg (0.35 lb)","LEGO exclusive","Small"
"478","40469","Tuk Tuk",NA,2021,NA,"70","Creator","155",NA,"Ages_7+",NA,"Box","0.16Kg (0.36 lb)","LEGO exclusive","Small"
"479","40472","Monkie Kid's RC Race",NA,2021,NA,"35","Monkie Kid","57",NA,"Ages_NA","3,","Blister pack","NA","LEGO exclusive","Small"
"480","40473","LEGOLAND® Water Park",NA,2021,NA,"175","Promotional","360",NA,"Ages_7+","5,","Box","NA","LEGO exclusive","Small"
"481","40474","Build your own Monkey King",NA,2020,NA,"18","Monkie Kid","24",NA,"Ages_NA",NA,"Polybag","NA","Promotional","Small"
"482","40476","Daisy Duck",NA,2021,NA,"44","BrickHeadz","110",NA,"Ages_10+",NA,"Box","NA","Retail","Small"
"483","40477","Scrooge McDuck, Huey, Dewey & Louie",NA,2021,NA,"103","BrickHeadz","340",NA,"Ages_10+",NA,"Box","NA","Retail","Small"
"484","40478","Mini Disney Castle",NA,2021,NA,"157","Disney","567",NA,"Ages_12+","1,","Box","0.55Kg (1.22 lb)","LEGO exclusive","Small"
"485","40479","Dalmatians",NA,2021,NA,"84","BrickHeadz","252",NA,"Ages_8+",NA,"Box","0.25Kg (0.54 lb)","LEGO exclusive","Small"
"486","40480","Ginger Tabby",NA,2021,NA,"95","BrickHeadz","269",NA,"Ages_8+",NA,"Box","0.25Kg (0.55 lb)","Retail","Small"
"487","40481","Cockatiel",NA,2021,NA,"94","BrickHeadz","219",NA,"Ages_8+",NA,"Box","0.25Kg (0.55 lb)","Retail","Small"
"488","40482","Hamster",NA,2021,NA,"91","BrickHeadz","243",NA,"Ages_8+",NA,"Box","0.25Kg (0.54 lb)","Retail","Small"
"489","40483","Luke Skywalker's Lightsaber",NA,2021,NA,"45","Star Wars","173",NA,"Ages_18+",NA,"Box","NA","LEGO exclusive","Small"
"490","40484","Santa's Front Yard",NA,2021,NA,"93","Seasonal","317",NA,"Ages_9+","1,","Box","0.37Kg (0.81 lb)","LEGO exclusive","Small"
"491","40485","FC Barcelona Celebration",NA,2021,NA,"49","Icons","178",NA,"Ages_18+","5,","Box","NA","LEGO exclusive","Small"
"492","40486","Mini Adidas Originals Superstar",NA,2021,NA,"45","Icons","92",NA,"Ages_18+","1,","Box","NA","LEGO exclusive","Small"
"493","40487","Sailboat Adventure",NA,2021,NA,"128","Ideas","330",NA,"Ages_12+","2,","Box","0.47Kg (1.03 lb)","LEGO exclusive","Small"
"494","40488","Coffee Cart",NA,2021,NA,"72","Creator","149",NA,"Ages_8+","2,","Box","0.18Kg (0.39 lb)","LEGO exclusive","Small"
"495","40489","Mr. and Mrs. Claus' Living Room",NA,2021,NA,NA,"Seasonal","344",NA,"Ages_NA",NA,"NA","NA","NA","Small"
"496","40490","NINJAGO 10",NA,2021,NA,"137","BrickHeadz","406",NA,"Ages_10+",NA,"Box","NA","LEGO exclusive","Small"
"497","40491","Year of the Tiger",NA,2022,NA,"77","Seasonal","193",NA,"Ages_8+",NA,"Box","0.17Kg (0.39 lb)","LEGO exclusive","Small"
"498","40492","La Catrina",NA,2021,NA,"58","BrickHeadz","141",NA,"Ages_10+",NA,"Box","0.15Kg (0.33 lb)","LEGO exclusive","Small"
"499","40493","Spider & Haunted House Pack",NA,2021,NA,"51","Seasonal","132",NA,"Ages_7+",NA,"Box","0.13Kg (0.29 lb)","LEGO exclusive","Small"
"500","40494","Polar Bear & Gift Pack",NA,2021,NA,"49","Seasonal","142",NA,"Ages_7+",NA,"Box","0.14Kg (0.31 lb)","LEGO exclusive","Small"
"501","40495","Harry, Hermione, Ron & Hagrid",NA,2021,NA,"98","BrickHeadz","466",NA,"Ages_10+",NA,"Box","NA","Retail","Small"
"502","40496","Voldemort, Nagini & Bellatrix",NA,2021,NA,"99","BrickHeadz","344",NA,"Ages_10+",NA,"Box","NA","Retail","Small"
"503","40497","Halloween Owl",NA,2021,NA,"70","Seasonal","228",NA,"Ages_8+",NA,"Box","0.25Kg (0.55 lb)","LEGO exclusive","Small"
"504","40498","Christmas Penguin",NA,2021,NA,"81","Seasonal","244",NA,"Ages_8+",NA,"Box","0.26Kg (0.57 lb)","LEGO exclusive","Small"
"505","40499","Santa's Sleigh",NA,2021,NA,"130","Seasonal","343",NA,"Ages_9+","1","Box","0.43Kg (0.94 lb)","LEGO exclusive","Small"
"506","40500","Wizarding World Minifigure Accessory Set",NA,2021,NA,"30","Harry Potter","33",NA,"Ages_6+","4,","Blister pack","NA","LEGO exclusive","Small"
"507","40501","The Wooden Duck",NA,2020,NA,"163","Promotional","621",NA,"Ages_10+",NA,"Box","NA","Retail - limited","Small"
"508","40502","The Brick Moulding Machine",NA,2021,NA,"252","Promotional","1205",NA,"Ages_NA",NA,"Box","NA","Retail - limited","Small"
"509","40503","Dagny Holm - Master Builder",NA,2022,NA,NA,"Promotional","1068",NA,"Ages_10+",NA,"Box","NA","Retail - limited","Small"
"510","40511","Kung Fu Training",NA,2021,NA,"35","Minions: The Rise of Gru","54",NA,"Ages_NA","4,","Blister pack","NA","LEGO exclusive","Small"
"511","40512","Fun and Funky VIP Add On Pack",NA,2022,NA,"42","Miscellaneous","148",NA,"Ages_NA",NA,"Polybag","0.08Kg (0.17 lb)","LEGO exclusive","Small"
"512","40513","Spooky VIP Add On Pack",NA,2021,NA,"30","Miscellaneous","119",NA,"Ages_NA","6","Polybag","0.06Kg (0.14 lb)","LEGO exclusive","Small"
"513","40514","Winter Wonderland VIP Add On Pack",NA,2021,NA,"31","Miscellaneous","139",NA,"Ages_NA",NA,"Polybag","NA","NA","Small"
"514","40515","Pirates and Treasure VIP Add On Pack",NA,2022,NA,"42","Miscellaneous","103",NA,"Ages_NA","2","Polybag","0.08Kg (0.17 lb)","LEGO exclusive","Small"
"515","40516","Everyone is Awesome",NA,2021,NA,"123","Icons","346",NA,"Ages_18+","11,","Box","0.57Kg (1.25 lb)","LEGO exclusive","Small"
"516","40517","Vespa",NA,2022,NA,"60","Creator","118",NA,"Ages_9+",NA,"Box","NA","LEGO exclusive","Small"
"517","40518","High-Speed Train",NA,2022,NA,"56","Creator","284",NA,"Ages_7+",NA,"Box","NA","LEGO exclusive","Small"
"518","40519","New York Postcard",NA,2022,NA,"96","Creator","254",NA,"Ages_9+","1,","Box","NA","LEGO exclusive","Small"
"519","40520","Beijing Postcard",NA,2022,NA,"79","Creator","280",NA,"Ages_9+",NA,"Box","NA","LEGO exclusive","Small"
"520","40521","Mini Disney The Haunted Mansion",NA,2022,NA,"116","Disney","680",NA,"Ages_12+","1,","Box","NA","NA","Small"
"521","40522","Valentine Lovebirds",NA,2022,NA,"104","Seasonal","298",NA,"Ages_8+",NA,"Box","0.24Kg (0.52 lb)","LEGO exclusive","Small"
"522","40523","Easter Rabbits Display",NA,2022,NA,"124","Seasonal","288",NA,"Ages_8+",NA,"Box","0.24Kg (0.53 lb)","LEGO exclusive","Small"
"523","40524","Sunflowers",NA,2022,NA,"17","Creator","191",NA,"Ages_8+",NA,"Box","0.14Kg (0.3 lb)","LEGO exclusive","Small"
"524","40525","Endgame Battle",NA,2022,NA,"37","Marvel Super Heroes","62",NA,"Ages_NA","5,","Blister pack","NA","LEGO exclusive","Small"
"525","40526","Electric Scooters & Charging Dock",NA,2022,NA,"33","City","50",NA,"Ages_6+","3,","Blister pack","0.08Kg (0.17 lb)","LEGO exclusive","Small"
"526","40527","Easter Chicks",NA,2022,NA,"62","Seasonal","318",NA,"Ages_8+",NA,"Box","0.21Kg (0.47 lb)","LEGO exclusive","Small"
"527","40528","LEGO Brand Retail Store",NA,2022,NA,"118","Promotional","402",NA,"Ages_10+",NA,"Box","0.51Kg (1.12 lb)","LEGO exclusive","Small"
"528","40529","Children's Amusement Park",NA,2022,NA,"90","Promotional","170",NA,"Ages_NA","2,","Box","0.22Kg (0.48 lb)","LEGO exclusive","Small"
"529","40530","Jane Goodall Tribute",NA,2022,NA,"87","Promotional","275",NA,"Ages_10+","1,","Box","0.32Kg (0.7 lb)","LEGO exclusive","Small"
"530","40531","Lars Family Homestead Kitchen",NA,2022,NA,"77","Star Wars","195",NA,"Ages_18+","1,","Box","NA","LEGO exclusive","Small"
"531","40532","Vintage Taxi",NA,2022,NA,"69","Icons","163",NA,"Ages_18+","1,","Box","0.19Kg (0.42 lb)","LEGO exclusive","Small"
"532","40533","Cosmic Cardboard Adventures",NA,2022,NA,"99","Ideas","203",NA,"Ages_18+","1,","Box","0.26Kg (0.56 lb)","LEGO exclusive","Small"
"533","40534","LEGO House Chef",NA,2022,NA,"8","Promotional","8",NA,"Ages_NA",NA,"NA","NA","NA","Small"
"534","40535","Iron Man",NA,2022,NA,"76","Brick Sketches","200",NA,"Ages_8+",NA,"Box","NA","LEGO exclusive","Small"
"535","40536","Miles Morales",NA,2022,NA,"87","Brick Sketches","214",NA,"Ages_8+",NA,"Box","NA","LEGO exclusive","Small"
"536","40539","Ahsoka Tano",NA,2022,NA,"67","BrickHeadz","164",NA,"Ages_10+",NA,"Box","NA","Retail","Small"
"537","40540","Lion Dance Guy",NA,2022,NA,"91","BrickHeadz","239",NA,"Ages_10+",NA,"Box","0.19Kg (0.42 lb)","LEGO exclusive","Small"
"538","40541","Manchester United Go Brick Me",NA,2022,NA,"143","BrickHeadz","530",NA,"Ages_10+",NA,"Box","NA","Retail","Small"
"539","40542","FC Barcelona Go Brick Me",NA,2022,NA,"145","BrickHeadz","530",NA,"Ages_10+",NA,"Box","NA","Retail","Small"
"540","40543","St. Bernard",NA,2022,NA,"92","BrickHeadz","236",NA,"Ages_8+",NA,"Box","0.24Kg (0.52 lb)","LEGO exclusive","Small"
"541","40544","French Bulldog",NA,2022,NA,"91","BrickHeadz","237",NA,"Ages_8+",NA,"Box","0.24Kg (0.52 lb)","LEGO exclusive","Small"
"542","40545","Koi Fish",NA,2022,NA,"66","BrickHeadz","203",NA,"Ages_8+",NA,"Box","0.21Kg (0.45 lb)","LEGO exclusive","Small"
"543","40546","Poodles",NA,2022,NA,"91","BrickHeadz","304",NA,"Ages_8+",NA,"Box","0.26Kg (0.57 lb)","LEGO exclusive","Small"
"544","40547","Obi-Wan Kenobi & Darth Vader",NA,2022,NA,"100","BrickHeadz","260",NA,"Ages_10+",NA,"Box","NA","Retail","Small"
"545","40548","Spice Girls Tribute",NA,2022,NA,"141","BrickHeadz","578",NA,"Ages_16+",NA,"Box","NA","LEGO exclusive","Small"
"546","40549","Demogorgon & Eleven",NA,2022,NA,"73","BrickHeadz","192",NA,"Ages_16+",NA,"Box","NA","Retail","Small"
"547","40550","Chip & Dale",NA,2022,NA,"66","BrickHeadz","226",NA,"Ages_10+",NA,"Box","NA","Retail","Small"
"548","40552","Buzz Lightyear",NA,2022,NA,"54","BrickHeadz","114",NA,"Ages_10+",NA,"Box","NA","Retail","Small"
"549","40553","Woody and Bo Peep",NA,2022,NA,"117","BrickHeadz","296",NA,"Ages_10+",NA,"Box","NA","Retail","Small"
"550","40554","Jake Sully & his Avatar",NA,2022,NA,"101","BrickHeadz","246",NA,"Ages_10+",NA,"Box","NA","Retail","Small"
"551","40556","Mythica",NA,2022,NA,"178","Promotional","510",NA,"Ages_NA","2,","NA","NA","NA","Small"
"552","40557","Defense of Hoth",NA,2022,NA,"34","Star Wars","64",NA,"Ages_NA","3,","Blister pack","NA","LEGO exclusive","Small"
"553","40558","Clone Trooper Command Station",NA,2022,NA,"27","Star Wars","66",NA,"Ages_NA","3,","Blister pack","NA","LEGO exclusive","Small"
"554","40559","Road Runner & Wile E. Coyote",NA,2022,NA,"82","BrickHeadz","205",NA,"Ages_10+",NA,"Box","NA","Retail","Small"
"555","40560","Professors of Hogwarts",NA,2022,NA,"176","BrickHeadz","601",NA,"Ages_10+",NA,"Box","NA","Retail","Small"
"556","40561","Pencil Holder",NA,2022,NA,"40","Dots","476",NA,"Ages_NA",NA,"Box","NA","Retail","Small"
"557","40562","Mystic Witch",NA,2022,NA,"91","Creator","257",NA,"Ages_7+",NA,"Box","0.33Kg (0.72 lb)","LEGO exclusive","Small"
"558","40563","Tribute to LEGO House",NA,2022,NA,"243","Promotional","583",NA,"Ages_12+",NA,"Box","NA","LEGO exclusive","Small"
"559","40564","Winter Elves Scene",NA,2022,NA,"99","Seasonal","372",NA,"Ages_9+","2,","Box","0.36Kg (0.8 lb)","LEGO exclusive","Small"
"560","40565","Santa's Workshop",NA,2022,NA,"146","Seasonal","329",NA,"Ages_9+","2,","Box","0.35Kg (0.77 lb)","LEGO exclusive","Small"
"561","40566","Ray the Castaway",NA,2022,NA,NA,"Ideas","239",NA,"Ages_18+","1,","Box","0.29Kg (0.64 lb)","LEGO exclusive","Small"
"562","40567","Forest Hideout",NA,2022,NA,"81","Icons","258",NA,"Ages_18+","2,","Box","0.31Kg (0.69 lb)","LEGO exclusive","Small"
"563","40568","Paris Postcard",NA,2022,NA,"86","Creator","213",NA,"Ages_9+",NA,"Box","NA","LEGO exclusive","Small"
"564","40569","London Postcard",NA,2022,NA,"104","Creator","277",NA,"Ages_9+",NA,"Box","NA","LEGO exclusive","Small"
"565","40570","Halloween Cat and Mouse",NA,2022,NA,"115","Seasonal","328",NA,"Ages_9+",NA,"Box","0.24Kg (0.53 lb)","NA","Small"
"566","40571","Wintertime Polar Bears",NA,2022,NA,"109","Seasonal","312",NA,"Ages_9+",NA,"Box","0.25Kg (0.54 lb)","LEGO exclusive","Small"
"567","40572","Penguin & Snowflake",NA,2022,NA,"47","Seasonal","139",NA,"Ages_7+",NA,"Box","0.12Kg (0.27 lb)","LEGO exclusive","Small"
"568","40573","Christmas Tree",NA,2022,NA,"63","Seasonal","784",NA,"Ages_12+",NA,"Box","0.83Kg (1.83 lb)","LEGO exclusive","Small"
"569","40574","LEGO Brand Store",NA,2022,NA,"161","Promotional","541",NA,"Ages_9+","2,","Box","0.67Kg (1.47 lb)","LEGO exclusive","Small"
"570","40577","Hogwarts: Grand Staircase",NA,2022,NA,"62","Harry Potter","224",NA,"Ages_8+","1,","Box","NA","Promotional","Small"
"571","40578","Sandwich Shop",NA,2022,NA,"72","City","110",NA,"Ages_NA","2,","Box","0.22Kg (0.48 lb)","LEGO exclusive","Small"
"572","40579","Eiffel's Apartment",NA,2022,NA,"83","Icons","228",NA,"Ages_18+","1,","Box","NA","LEGO exclusive","Small"
"573","40654","Beijing Postcard",NA,2022,NA,"76","Creator","274",NA,"Ages_9+",NA,"Box","NA","LEGO exclusive","Small"
"574","41250","Techno Reef Dance Party",NA,2020,NA,"85","Trolls World Tour","173",NA,"Ages_5+","1,","Box","0.29Kg (0.64 lb)","Retail","Small"
"575","41251","Poppy's Pod",NA,2020,NA,"70","Trolls World Tour","103",NA,"Ages_4+","1,","Box","0.29Kg (0.64 lb)","Retail","Small"
"576","41252","Poppy's Air Balloon Adventure",NA,2020,NA,"121","Trolls World Tour","250",NA,"Ages_NA","3,","Box","0.47Kg (1.04 lb)","Retail","Small"
"577","41253","Lonesome Flats Raft Adventure",NA,2020,NA,"110","Trolls World Tour","159",NA,"Ages_4+","3,","Box","0.46Kg (1.01 lb)","Retail","Small"
"578","41254","Volcano Rock City Concert",NA,2020,NA,"175","Trolls World Tour","387",NA,"Ages_NA","3,","Box","0.6Kg (1.32 lb)","Retail","Small"
"579","41255","Pop Village Celebration",NA,2020,NA,"205","Trolls World Tour","380",NA,"Ages_NA","5,","Box","0.7Kg (1.54 lb)","Retail","Small"
"580","41256","Rainbow Caterbus",NA,2020,NA,"170","Trolls World Tour","395",NA,"Ages_NA","2,","Box","0.6Kg (1.32 lb)","Retail","Small"
"581","41258","Vibe City Concert",NA,2020,NA,"216","Trolls World Tour","494",NA,"Ages_NA","5,","Box","NA","Retail","Small"
"582","41389","Ice Cream Cart",NA,2020,NA,"60","Friends","97",NA,"Ages_6+","1,","Box","0.09Kg (0.2 lb)","Retail","Small"
"583","41390","Andrea's Car & Stage",NA,2020,NA,"116","Friends","240",NA,"Ages_6+","2,","Box","0.34Kg (0.75 lb)","Retail","Small"
"584","41391","Heartlake City Hair Salon",NA,2020,NA,"138","Friends","235",NA,"Ages_6+","2,","Box","0.38Kg (0.84 lb)","Retail","Small"
"585","41392","Nature Glamping",NA,2020,NA,"110","Friends","241",NA,"Ages_6+","2","Box","0.62Kg (1.37 lb)","Retail","Small"
"586","41393","Baking Competition",NA,2020,NA,"157","Friends","361",NA,"Ages_6+","3,","Box","0.63Kg (1.39 lb)","Retail","Small"
